chr	start	end	name	log2fc	pval
chr19	40678533	40678967	10		
chr19	40762042	40762525	22		
chr19	40830674	40832135	1187		
chr19	40872924	40873917	333		
chr19	40894275	40895548	1034		
chr19	40992736	40993083	13		
chr19	40993637	40994173	47		
chr19	41206313	41206871	34		
chr19	41262991	41264562	1597		
chr19	41311145	41311551	24		
chr19	41345373	41345603	11		
chr19	41384501	41385173	85		
chr19	41442283	41442682	7		
chr19	41482085	41483858	1667		
chr19	41525271	41525472	14		
chr19	41801388	41802106	518		
chr19	41829737	41830923	826		
chr19	41847011	41848755	1134		
chr19	41895474	41896623	636		
chr19	41911515	41911765	88		
chr19	41911923	41912893	930		
chr19	41932712	41934030	993		
chr19	41980545	41981169	636		
chr19	41981428	41982696	1238		
chr19	42045449	42046047	62		
chr19	42068781	42069311	27		
chr19	42089803	42090148	121		
chr19	42090386	42091225	805		
chr19	42128364	42129587	412		
chr19	42147344	42148749	852		
chr19	42170288	42171172	673		
chr19	42201466	42201712	11		
chr19	42431422	42432370	49		
chr19	42518324	42519564	1067		
chr19	42612460	42613272	91		
chr19	42752015	42753177	138		
chr19	42779389	42780336	325		
chr19	43385010	43385226	9		
chr19	43440450	43441248	49		
chr19	43523113	43524593	771		
chr19	43524723	43525141	271		
chr19	43571246	43571569	20		
chr19	43673986	43674932	935		
chr19	43675137	43676039	649		
chr19	43689287	43689552	53		
chr19	43689730	43690381	341		
chr19	43752414	43753854	851		
chr19	43815720	43816047	19		
chr19	43879219	43880077	152		
chr19	43894343	43894632	17		
chr19	43920573	43921343	61		
chr19	43939508	43940608	687		
chr19	44068916	44070121	786		
chr19	44106788	44108032	1046		
chr19	44135159	44135934	753		
chr19	44136046	44136312	77		
chr19	44145826	44146717	429		
chr19	44247499	44248305	93		
chr19	44266795	44267608	139		
chr19	44284044	44284840	112		
chr19	44293544	44294927	509		
chr19	44314245	44315423	217		
chr19	44388140	44389018	147		
chr19	44407061	44407699	88		
chr19	44407817	44408447	85		
chr19	44511495	44511996	30		
chr19	44545043	44545991	342		
chr19	44554444	44555485	1003		
chr19	44562468	44563498	489		
chr19	44726016	44726634	64		
chr19	44750275	44751072	51		
chr19	44755909	44757121	82		
chr19	44835978	44836736	35		
chr19	44882332	44882913	43		
chr19	44900439	44900645	12		
chr19	44930608	44930969	141		
chr19	44931106	44931915	858		
chr19	44988966	44989646	72		
chr19	45005737	45006978	937		
chr19	45015189	45016541	756		
chr19	45017447	45018894	881		
chr19	45030703	45030973	13		
chr19	45046674	45048511	454		
chr19	45057848	45059132	576		
chr19	45074387	45075768	924		
chr19	45076681	45077105	114		
chr19	45150803	45151272	23		
chr19	45153989	45154325	22		
chr19	45208300	45208500	9		
chr19	45229486	45229874	22		
chr19	45235148	45235642	24		
chr19	45301124	45302341	306		
chr19	45310723	45310923	10		
chr19	45363675	45364470	751		
chr19	45544633	45545138	33		
chr19	45560014	45561054	728		
chr19	45591475	45591742	12		
chr19	45649955	45650261	25		
chr19	45659338	45660765	994		
chr19	45675725	45676696	64		
chr19	45695874	45696413	16		
chr19	45717622	45718224	22		
chr19	45742506	45743018	29		
chr19	45748919	45749802	550		
chr19	45782431	45783570	1810		
chr19	45815083	45816278	219		
chr19	45854800	45855400	41		
chr19	45855602	45856036	27		
chr19	45997775	45998866	929		
chr19	46003434	46004308	557		
chr19	46039005	46039896	254		
chr19	46044483	46045908	1620		
chr19	46056149	46057606	1149		
chr19	46075441	46075749	88		
chr19	46075892	46076594	632		
chr19	46135546	46136740	173		
chr19	46136894	46137238	17		
chr19	46148050	46148518	140		
chr19	46151938	46152202	92		
chr19	46152498	46153258	663		
chr19	46304301	46306186	1525		
chr19	46317577	46318434	52		
chr19	46328034	46329306	785		
chr19	46338093	46338776	425		
chr19	46348451	46349508	449		
chr19	46356577	46357465	182		
chr19	46394750	46395129	215		
chr19	46395278	46395780	775		
chr19	46396884	46397544	750		
chr19	46483791	46484114	16		
chr19	46484233	46484434	11		
chr19	46500180	46500546	305		
chr19	46500777	46501288	396		
chr19	46501753	46503672	2316		
chr19	46503828	46504115	197		
chr19	46528630	46529327	60		
chr19	46572517	46573215	485		
chr19	46573343	46573827	227		
chr19	46598990	46600024	753		
chr19	46623331	46624260	277		
chr19	46624395	46624801	61		
chr19	46689688	46690520	328		
chr19	46707306	46708111	224		
chr19	46760929	46761303	215		
chr19	46761532	46762692	1144		
chr19	46961317	46962637	1203		
chr19	46969144	46969716	21		
chr19	47015015	47015234	12		
chr19	47050146	47051078	439		
chr19	47067307	47068783	1459		
chr19	47089784	47091258	1424		
chr19	47137107	47138530	521		
chr19	47168387	47169219	63		
chr19	47178499	47179574	226		
chr19	47228761	47229281	35		
chr19	47313890	47314776	195		
chr19	47319742	47320422	66		
chr19	47440433	47440685	3		
chr19	47463276	47464829	1076		
chr19	47510577	47510863	16		
chr19	47536602	47537755	401		
chr19	47579224	47580965	1533		
chr19	47730787	47731572	510		
chr19	47731673	47732255	577		
chr19	47755399	47756063	17		
chr19	47837151	47837628	17		
chr19	47854680	47855686	246		
chr19	47865231	47866086	248		
chr19	47890455	47891291	64		
chr19	47918466	47919898	1090		
chr19	47937407	47937940	28		
chr19	50678139	50679073	80		
chr19	53037862	53038652	776		
chr19	53140533	53141336	355		
chr19	53141537	53142382	515		
chr19	53142746	53143485	851		
chr19	53194087	53194891	52		
chr19	53284645	53285021	14		
chr19	53310456	53312296	1151		
chr19	53312378	53314078	1062		
chr19	53329407	53330329	686		
chr19	53359734	53360561	37		
chr19	53389728	53390630	1364		
chr19	53390790	53391315	494		
chr19	53421032	53421670	60		
chr19	53528527	53529985	812		
chr19	53557137	53557655	24		
chr19	53600195	53601401	1185		
chr19	53660987	53662668	138		
chr19	53676714	53678679	456		
chr19	53697924	53698347	22		
chr19	53793375	53794864	197		
chr19	53824586	53825603	90		
chr19	53902879	53903183	132		
chr19	53903318	53904385	1307		
chr19	53943591	53944498	618		
chr19	53944813	53945793	1281		
chr19	54044706	54046327	127		
chr19	54114838	54115379	42		
chr19	55098792	55099942	998		
chr19	55102488	55102723	66		
chr19	55218365	55218880	27		
chr19	55253157	55254494	619		
chr19	55315410	55316812	1416		
chr19	55643315	55644059	113		
chr19	55741816	55744301	1688		
chr19	55895223	55895792	18		
chr19	56253443	56253979	36		
chr19	56388556	56390052	199		
chr19	56396685	56397931	793		
chr19	56547750	56549353	1265		
chr19	56721596	56721850	78		
chr19	56722129	56724513	734		
chr19	56744439	56745209	50		
chr19	56745816	56746241	23		
chr19	56775656	56776316	39		
chr19	56776439	56776681	1		
chr19	56821365	56822274	1020		
chr19	56873938	56874442	27		
chr19	57007543	57008606	323		
chr19	57118114	57119083	88		
chr19	57134416	57135182	75		
chr19	57195028	57195253	42		
chr19	57195928	57197485	536		
chr19	57238227	57239316	128		
chr19	57263721	57264172	20		
chr19	57274562	57275181	40		
chr19	57313401	57313601	56		
chr19	57313916	57315417	880		
chr19	57328856	57329076	9		
chr19	57360275	57360763	180		
chr19	57361002	57361952	1414		
chr19	57411569	57412270	24		
chr19	57452676	57453479	269		
chr19	57610104	57611880	1944		
chr19	58453563	58455551	196		
chr19	58860069	58861213	355		
chr19	58942932	58944041	536		
chr19	59075044	59076052	190		
chr19	59170082	59170401	9		
chr19	59344747	59346392	1857		
chr19	59942856	59944036	899		
chr19	60226077	60226763	731		
chr19	60294622	60295031	15		
chr19	60410404	60410729	10		
chr19	60579910	60581539	1408		
chr19	60755801	60756851	439		
chr19	60789589	60791278	1731		
chr19	60811322	60812295	464		
chr19	60860908	60861895	346		
chr19	60873953	60874994	355		
chr19	60889714	60891101	1304		
chr19	60932719	60933038	20		
chr19	61140278	61141276	638		
chr19	61151472	61152271	65		
chr19	61199536	61200199	3802		
chr19	61226314	61227999	447		
chr19	61266477	61267316	1098		
chr19	61331180	61331608	82		
chr1_GL456210_random	58797	59391	37		
chr1_GL456210_random	145112	145373	16		
chr1_GL456211_random	34817	35089	15		
chr1_GL456212_random	44252	44595	29		
chr1_GL456221_random	162781	163330	35		
chr2	3050005	3050550	84		
chr2	3118263	3119405	1016		
chr2	3283466	3283873	157		
chr2	3284193	3285268	1095		
chr2	3332023	3333347	971		
chr2	3418725	3419470	110		
chr2	3424042	3424843	395		
chr2	3474361	3475519	869		
chr2	3512142	3512852	588		
chr2	3512989	3513526	357		
chr2	3713386	3714347	415		
chr2	3726585	3726926	16		
chr2	3799869	3800187	13		
chr2	3964419	3964689	22		
chr2	4153192	4153640	18		
chr2	4300496	4301225	98		
chr2	4301361	4301768	25		
chr2	4389374	4389978	80		
chr2	4400899	4402274	429		
chr2	4517303	4517536	7		
chr2	4559021	4561032	767		
chr2	4561129	4561440	61		
chr2	4651416	4652195	734		
chr2	4717341	4718773	897		
chr2	4881149	4882872	1992		
chr2	4918717	4919612	436		
chr2	5012289	5012839	79		
chr2	5063140	5064145	499		
chr2	5080330	5080699	29		
chr2	5137716	5138222	41		
chr2	5379142	5379485	37		
chr2	5713548	5715113	361		
chr2	5844415	5845820	1201		
chr2	5894843	5895448	452		
chr2	5942229	5942971	190		
chr2	5950575	5951043	284		
chr2	5951408	5952250	942		
chr2	6100335	6100699	18		
chr2	6129381	6130324	245		
chr2	6212585	6213566	257		
chr2	6322298	6323674	1302		
chr2	6352789	6353224	20		
chr2	6720728	6720957	17		
chr2	6721113	6721957	92		
chr2	6871742	6873011	648		
chr2	7080361	7081570	251		
chr2	7404236	7405069	45		
chr2	7405367	7405741	31		
chr2	9877551	9877863	42		
chr2	9878171	9879657	303		
chr2	10047684	10049188	1179		
chr2	10079336	10081113	1921		
chr2	10153550	10154165	62		
chr2	10372433	10373375	110		
chr2	10374325	10374817	47		
chr2	10825725	10825987	17		
chr2	11171882	11172984	117		
chr2	11192523	11193141	30		
chr2	11500859	11502161	585		
chr2	11502970	11503184	52		
chr2	11535031	11535978	224		
chr2	11553059	11554280	376		
chr2	11602434	11603318	740		
chr2	11705236	11706475	920		
chr2	11776943	11777576	743		
chr2	11777736	11778985	1266		
chr2	12300952	12302035	184		
chr2	12418530	12419769	849		
chr2	12923990	12924730	169		
chr2	13010441	13011346	66		
chr2	13270665	13271360	445		
chr2	13271557	13272048	240		
chr2	13543879	13544933	502		
chr2	13573947	13575961	1539		
chr2	13792863	13794125	347		
chr2	14054923	14056344	1190		
chr2	14073344	14074831	1426		
chr2	14229484	14230879	108		
chr2	14295578	14296025	22		
chr2	14603883	14605334	354		
chr2	14740320	14740613	13		
chr2	14824026	14824856	180		
chr2	14825102	14825748	82		
chr2	14833430	14834795	84		
chr2	15048700	15049628	372		
chr2	15054649	15055075	186		
chr2	15055212	15056190	1022		
chr2	16355801	16357569	516		
chr2	17065464	17066052	12		
chr2	17458599	17458877	32		
chr2	17458888	17460624	255		
chr2	17730547	17731612	144		
chr2	17741645	17742042	13		
chr2	17853148	17853568	13		
chr2	18026357	18026868	153		
chr2	18027607	18029076	986		
chr2	18046694	18048363	886		
chr2	18055985	18058056	946		
chr2	18063833	18065711	2247		
chr2	18391835	18392885	954		
chr2	18587133	18588333	724		
chr2	18607970	18609894	349		
chr2	18671900	18672301	236		
chr2	18672443	18673024	596		
chr2	18676209	18678028	1706		
chr2	18689215	18689807	121		
chr2	18693960	18694894	548		
chr2	18765612	18766183	117		
chr2	18766531	18767687	733		
chr2	18799978	18800636	35		
chr2	18821435	18822282	94		
chr2	18996943	18998720	1148		
chr2	19198989	19199222	12		
chr2	19276025	19276472	87		
chr2	19371294	19372102	501		
chr2	19414637	19415180	44		
chr2	19553708	19554353	58		
chr2	19657267	19657536	139		
chr2	19657740	19659443	1680		
chr2	19715686	19715990	19		
chr2	20202633	20203313	57		
chr2	20339760	20339979	11		
chr2	20519483	20520859	547		
chr2	20521124	20521427	75		
chr2	20722405	20723352	181		
chr2	20899136	20899484	18		
chr2	20899850	20900265	22		
chr2	20967653	20969618	2008		
chr2	21141438	21142448	167		
chr2	21205005	21206321	548		
chr2	21909395	21909783	22		
chr2	22338602	22338802	9		
chr2	22587660	22587884	6		
chr2	22589564	22589852	17		
chr2	22744130	22745062	187		
chr2	22774051	22775135	148		
chr2	22775293	22775545	25		
chr2	22894956	22896292	1016		
chr2	23012075	23013088	66		
chr2	23039064	23040215	1423		
chr2	23067750	23068065	128		
chr2	23068206	23069721	1118		
chr2	23155621	23155880	85		
chr2	23156041	23157156	1261		
chr2	23234203	23234749	30		
chr2	23571308	23572391	905		
chr2	24048429	24049599	211		
chr2	24367242	24367775	34		
chr2	24386597	24387292	26		
chr2	24762674	24763522	56		
chr2	24918703	24920110	1213		
chr2	24934484	24935718	494		
chr2	24949300	24949564	77		
chr2	24949708	24950562	755		
chr2	24962268	24963019	312		
chr2	24974386	24975066	444		
chr2	24975179	24975993	526		
chr2	24976028	24976426	109		
chr2	25054345	25055164	348		
chr2	25163038	25163430	14		
chr2	25167812	25168616	77		
chr2	25180750	25182453	1183		
chr2	25195448	25196721	242		
chr2	25210587	25211607	831		
chr2	25223671	25224709	977		
chr2	25224996	25225326	157		
chr2	25240600	25241210	22		
chr2	25242066	25242572	23		
chr2	25254919	25256041	1406		
chr2	25262536	25263476	601		
chr2	25271720	25273204	1150		
chr2	25292066	25292786	70		
chr2	25305163	25305400	16		
chr2	25332026	25333322	1232		
chr2	25355736	25356800	137		
chr2	25364883	25365906	441		
chr2	25371903	25372766	130		
chr2	25395859	25396628	191		
chr2	25400670	25400916	56		
chr2	25402744	25403696	395		
chr2	25428598	25429295	367		
chr2	25460358	25461084	503		
chr2	25461218	25461521	72		
chr2	25468852	25469224	17		
chr2	25500374	25501593	731		
chr2	25546135	25546987	681		
chr2	25557217	25558550	1078		
chr2	25574178	25575646	568		
chr2	25607615	25608745	1095		
chr2	25621471	25622115	132		
chr2	25706499	25707579	473		
chr2	25863811	25864160	16		
chr2	25982385	25983501	1021		
chr2	25983673	25983887	64		
chr2	26020875	26021839	690		
chr2	26091102	26091339	10		
chr2	26091381	26091960	17		
chr2	26122163	26123308	749		
chr2	26133004	26133604	53		
chr2	26139566	26140974	963		
chr2	26236744	26237833	694		
chr2	26315228	26316313	652		
chr2	26337425	26337893	63		
chr2	26339464	26340568	262		
chr2	26351376	26352720	798		
chr2	26360597	26360898	11		
chr2	26380115	26380939	338		
chr2	26388642	26389871	1303		
chr2	26408552	26409296	551		
chr2	26444561	26445234	582		
chr2	26445599	26446482	514		
chr2	26493713	26494078	31		
chr2	26502076	26503826	1687		
chr2	26516496	26517396	78		
chr2	26570257	26571955	183		
chr2	26577904	26578213	29		
chr2	26583988	26584791	583		
chr2	26584964	26587063	1829		
chr2	26587073	26587576	344		
chr2	26603482	26604733	721		
chr2	26609859	26610459	27		
chr2	26628084	26628946	194		
chr2	26639357	26640318	738		
chr2	26902321	26903657	801		
chr2	26910080	26910640	425		
chr2	26910741	26911691	906		
chr2	26915835	26917016	883		
chr2	26932519	26934004	1275		
chr2	26963730	26965039	758		
chr2	27009563	27010637	538		
chr2	27079452	27080631	76		
chr2	27142164	27142418	16		
chr2	27182287	27183083	39		
chr2	27246969	27247434	27		
chr2	27425528	27427091	1052		
chr2	27441912	27443077	261		
chr2	27474709	27475707	919		
chr2	27475820	27476506	452		
chr2	27496373	27497014	44		
chr2	27514544	27515928	1179		
chr2	27539945	27540867	163		
chr2	27676407	27677136	385		
chr2	27677292	27678261	1042		
chr2	27886092	27887843	585		
chr2	28192879	28193709	182		
chr2	28205558	28206382	297		
chr2	28446337	28447400	297		
chr2	28467999	28468659	548		
chr2	28496918	28497389	37		
chr2	28512902	28513871	250		
chr2	28533220	28534201	382		
chr2	28534365	28534733	47		
chr2	28582342	28583354	617		
chr2	28640988	28641935	947		
chr2	28699660	28700393	155		
chr2	28839625	28841168	1632		
chr2	28908313	28909132	31		
chr2	28917770	28918089	15		
chr2	29054207	29054424	15		
chr2	29054496	29055280	89		
chr2	29060157	29061012	701		
chr2	29100762	29101459	43		
chr2	29124560	29124919	136		
chr2	29125026	29125921	858		
chr2	29194324	29195151	63		
chr2	29251230	29253345	1067		
chr2	29346747	29347553	641		
chr2	29619710	29620763	843		
chr2	29643757	29645546	587		
chr2	29787241	29788758	788		
chr2	29802590	29803345	615		
chr2	29819994	29820886	88		
chr2	29826671	29827962	1011		
chr2	29869089	29870127	173		
chr2	29889185	29889605	152		
chr2	29889744	29890637	867		
chr2	29935082	29935998	685		
chr2	29965027	29965494	176		
chr2	29965618	29966740	1456		
chr2	30048491	30049391	375		
chr2	30061873	30063022	495		
chr2	30065947	30066172	120		
chr2	30066448	30067624	1408		
chr2	30077632	30078172	192		
chr2	30093262	30094427	448		
chr2	30123851	30124966	686		
chr2	30133179	30134500	689		
chr2	30171380	30172298	587		
chr2	30177907	30178747	246		
chr2	30205284	30206325	549		
chr2	30237011	30237548	348		
chr2	30237700	30238908	1276		
chr2	30258954	30259980	97		
chr2	30266864	30267422	52		
chr2	30285766	30287021	1155		
chr2	30358617	30359368	646		
chr2	30364212	30365140	684		
chr2	30391856	30393161	875		
chr2	30414916	30416772	1635		
chr2	30441314	30441788	42		
chr2	30441903	30442886	95		
chr2	30463918	30464529	52		
chr2	30470069	30470705	334		
chr2	30472256	30474185	1597		
chr2	30495997	30496375	18		
chr2	30545253	30545455	10		
chr2	30594430	30595606	335		
chr2	30600451	30601250	49		
chr2	30658047	30659050	296		
chr2	30676940	30677670	75		
chr2	30693377	30693922	85		
chr2	30707609	30708369	249		
chr2	30711576	30712479	215		
chr2	30717211	30717446	24		
chr2	30718611	30719201	78		
chr2	30719513	30719776	26		
chr2	30771307	30772031	146		
chr2	30783487	30783830	23		
chr2	30784288	30785042	62		
chr2	30794677	30795246	49		
chr2	30801159	30801965	96		
chr2	30807240	30807636	105		
chr2	30807875	30808536	400		
chr2	30827520	30828371	796		
chr2	30845149	30845986	102		
chr2	30864917	30865297	17		
chr2	30902666	30903464	44		
chr2	30929167	30930115	75		
chr2	30942396	30942928	75		
chr2	30952637	30953714	635		
chr2	30967225	30968201	778		
chr2	30981455	30982846	1007		
chr2	30995607	30996769	141		
chr2	31140952	31142455	1186		
chr2	31151837	31152989	1142		
chr2	31245463	31246552	340		
chr2	31258680	31259489	204		
chr2	31297996	31298608	66		
chr2	31314186	31314851	42		
chr2	31469948	31470956	227		
chr2	31572196	31573463	1104		
chr2	31654186	31654724	24		
chr2	31670664	31671464	385		
chr2	31688227	31689332	1039		
chr2	31759555	31760915	965		
chr2	31761025	31761269	62		
chr2	31845819	31846321	21		
chr2	31950145	31950849	60		
chr2	31973955	31975202	820		
chr2	32082522	32084869	902		
chr2	32095522	32096490	247		
chr2	32137405	32138011	294		
chr2	32150989	32152165	894		
chr2	32235940	32237354	711		
chr2	32259480	32260470	514		
chr2	32271844	32272141	17		
chr2	32287398	32288084	744		
chr2	32288277	32289070	713		
chr2	32311929	32312767	98		
chr2	32318281	32318824	75		
chr2	32352297	32353402	297		
chr2	32361397	32361654	77		
chr2	32362580	32363717	663		
chr2	32381341	32382410	500		
chr2	32395276	32397022	1137		
chr2	32423096	32424143	216		
chr2	32430721	32431535	54		
chr2	32450650	32451973	1161		
chr2	32534791	32535128	151		
chr2	32535269	32536878	1340		
chr2	32537245	32537480	99		
chr2	32570797	32571601	519		
chr2	32587036	32588533	621		
chr2	32606910	32607799	640		
chr2	32608129	32608537	109		
chr2	32609177	32609377	55		
chr2	32625507	32625995	122		
chr2	32626144	32626397	52		
chr2	32626624	32627192	88		
chr2	32629063	32629322	38		
chr2	32646630	32648358	1015		
chr2	32693510	32694215	497		
chr2	32694318	32694632	97		
chr2	32711946	32713656	1828		
chr2	32721350	32722103	9		
chr2	32727673	32728636	533		
chr2	32728803	32729461	207		
chr2	32729723	32729971	77		
chr2	32735347	32735605	26		
chr2	32741433	32741829	34		
chr2	32751012	32751895	78		
chr2	32757174	32757832	442		
chr2	32775288	32776156	264		
chr2	32845827	32847298	1004		
chr2	32875724	32877488	1071		
chr2	32882326	32882640	21		
chr2	32882803	32883061	24		
chr2	32961220	32962385	747		
chr2	32966497	32967822	796		
chr2	32981313	32982682	622		
chr2	33130029	33131738	732		
chr2	33216003	33217196	357		
chr2	33370661	33371566	402		
chr2	33430661	33431702	1280		
chr2	33467803	33468645	878		
chr2	33544016	33544608	19		
chr2	33616274	33616588	7		
chr2	33640563	33641384	82		
chr2	33886801	33887838	696		
chr2	34249341	34250308	160		
chr2	34359666	34360504	26		
chr2	34371065	34373110	1829		
chr2	34406780	34407519	592		
chr2	34645981	34646540	47		
chr2	34671393	34672049	124		
chr2	34753623	34754814	1167		
chr2	34771163	34771806	558		
chr2	34772086	34773124	1079		
chr2	34799404	34800178	420		
chr2	34802312	34803221	1152		
chr2	34825583	34826668	890		
chr2	34870368	34871743	1018		
chr2	34904589	34904900	27		
chr2	34905181	34905703	56		
chr2	34913266	34914552	448		
chr2	34944995	34945195	9		
chr2	34961225	34961906	75		
chr2	34963205	34963585	39		
chr2	35109020	35110243	721		
chr2	35132083	35133031	189		
chr2	35199960	35201056	1470		
chr2	35201288	35201574	137		
chr2	35256028	35257093	230		
chr2	35282416	35284143	295		
chr2	35284423	35284623	32		
chr2	35336185	35337070	547		
chr2	35431070	35432595	295		
chr2	35432883	35433091	37		
chr2	35460572	35461504	258		
chr2	35461953	35462694	164		
chr2	35558197	35559186	58		
chr2	35581632	35583400	530		
chr2	35621904	35623514	635		
chr2	35661043	35662312	387		
chr2	35691905	35692444	42		
chr2	35696806	35697103	24		
chr2	35978778	35979852	1115		
chr2	36011263	36011840	59		
chr2	36048272	36049404	704		
chr2	36103727	36104287	77		
chr2	36104585	36105528	229		
chr2	36135892	36137240	1128		
chr2	36203028	36203824	54		
chr2	36230342	36231139	189		
chr2	37358376	37359702	898		
chr2	37422201	37423369	1133		
chr2	37430322	37431483	931		
chr2	37442558	37443842	1264		
chr2	37451782	37452936	772		
chr2	37702530	37704009	1469		
chr2	37771652	37772153	35		
chr2	37776398	37776622	5		
chr2	38164671	38164914	11		
chr2	38286558	38287709	855		
chr2	38339082	38339861	60		
chr2	38350568	38351668	81		
chr2	38511365	38512534	552		
chr2	38643208	38644397	923		
chr2	38658267	38658622	14		
chr2	38823358	38824467	245		
chr2	38825185	38825500	48		
chr2	38925357	38926504	920		
chr2	38926840	38927209	148		
chr2	38931912	38932500	54		
chr2	38997883	38998514	121		
chr2	39004532	39005691	1060		
chr2	39007687	39007979	185		
chr2	39008078	39008747	786		
chr2	39064870	39066152	1122		
chr2	39190066	39190806	671		
chr2	39225397	39226396	1223		
chr2	43749078	43749371	7		
chr2	44556786	44557658	63		
chr2	44926393	44927934	1055		
chr2	45024171	45024548	15		
chr2	45108731	45109017	123		
chr2	45109215	45110760	875		
chr2	45111018	45111337	156		
chr2	45112522	45113064	281		
chr2	45116482	45117607	524		
chr2	45239257	45240396	62		
chr2	48332474	48333292	90		
chr2	48381536	48382423	69		
chr2	48456693	48456934	11		
chr2	48539020	48539282	15		
chr2	48813470	48815401	1889		
chr2	48948638	48949296	696		
chr2	48949487	48950460	1109		
chr2	49312832	49313327	103		
chr2	49450935	49452030	1261		
chr2	49452164	49452923	1005		
chr2	49619220	49620123	143		
chr2	49700202	49700689	21		
chr2	49734112	49734603	20		
chr2	49743971	49744247	5		
chr2	49787627	49788190	52		
chr2	50066164	50067087	81		
chr2	50295841	50297193	711		
chr2	51146872	51148931	1346		
chr2	51626695	51626903	22		
chr2	51886407	51886607	11		
chr2	51934438	51935493	561		
chr2	51972318	51973419	685		
chr2	51981580	51981958	12		
chr2	51982239	51982472	8		
chr2	52037648	52038538	90		
chr2	52072470	52073678	988		
chr2	52377841	52379048	41		
chr2	52423900	52425505	1387		
chr2	52557833	52558376	28		
chr2	52619493	52619738	6		
chr2	52675691	52676736	234		
chr2	52741481	52742884	1277		
chr2	52857440	52858974	1145		
chr2	52958941	52959255	11		
chr2	53190602	53191279	900		
chr2	53191411	53192721	1395		
chr2	54085280	54085625	13		
chr2	55435935	55437527	288		
chr2	57102432	57103281	61		
chr2	57114201	57115580	752		
chr2	57115685	57116857	683		
chr2	57116944	57117576	236		
chr2	57123276	57124194	1052		
chr2	57181435	57182443	519		
chr2	57222449	57222657	8		
chr2	57237599	57238955	944		
chr2	58107942	58108308	67		
chr2	58159133	58159614	27		
chr2	58159663	58160052	23		
chr2	58357098	58358021	89		
chr2	58566283	58567910	1640		
chr2	59160348	59160653	126		
chr2	59160834	59162354	1318		
chr2	59338987	59339187	12		
chr2	59438181	59439075	31		
chr2	59522319	59522666	21		
chr2	59611646	59613627	1686		
chr2	59670197	59670545	10		
chr2	59881915	59882901	892		
chr2	59959810	59960509	38		
chr2	60036948	60037696	192		
chr2	60124303	60125983	1626		
chr2	60209033	60210825	2076		
chr2	60283615	60284511	232		
chr2	60382772	60383591	79		
chr2	60552598	60553479	124		
chr2	60720791	60721086	35		
chr2	60721205	60721527	25		
chr2	60721962	60722641	108		
chr2	60880364	60881873	1083		
chr2	60901245	60901988	31		
chr2	60907991	60908448	38		
chr2	60939831	60940735	71		
chr2	60962041	60963656	1575		
chr2	61139179	61139661	22		
chr2	61401833	61402396	63		
chr2	61402469	61402984	64		
chr2	61454007	61454649	83		
chr2	61578553	61579023	21		
chr2	61592995	61594225	827		
chr2	61655517	61655908	25		
chr2	61656011	61657145	116		
chr2	61711299	61711541	60		
chr2	61711675	61712465	683		
chr2	61811634	61812574	78		
chr2	61815254	61815506	15		
chr2	62411220	62412149	85		
chr2	62440948	62441389	19		
chr2	62573268	62574056	71		
chr2	62645179	62646636	673		
chr2	62663992	62664771	234		
chr2	63702425	63702651	9		
chr2	64096960	64098852	597		
chr2	64974961	64975960	42		
chr2	65021862	65023230	491		
chr2	65170710	65170934	5		
chr2	65170964	65171258	17		
chr2	65184331	65184595	12		
chr2	65237822	65239443	1291		
chr2	65363662	65364030	16		
chr2	65413869	65414728	57		
chr2	65471318	65471682	19		
chr2	65567163	65567464	15		
chr2	65668236	65669110	44		
chr2	65818244	65818874	20		
chr2	65860547	65860771	9		
chr2	65896859	65897160	17		
chr2	65931609	65932297	56		
chr2	65953848	65954266	14		
chr2	66124147	66125139	90		
chr2	66256075	66257168	544		
chr2	66409925	66410125	8		
chr2	66783938	66784968	136		
chr2	67446084	67447664	180		
chr2	67565212	67566677	376		
chr2	67628167	67628367	9		
chr2	68377090	68377396	9		
chr2	68377938	68378282	19		
chr2	68470878	68472478	1088		
chr2	68782407	68782910	27		
chr2	68861064	68862588	669		
chr2	69129032	69129344	17		
chr2	69135753	69136657	232		
chr2	69205628	69206508	246		
chr2	69585397	69586188	41		
chr2	69635123	69635573	35		
chr2	69646769	69647757	383		
chr2	69670094	69671651	161		
chr2	69671673	69672130	41		
chr2	69712743	69713584	435		
chr2	69722365	69723803	1845		
chr2	69789132	69790422	598		
chr2	69803036	69803299	15		
chr2	69821984	69823567	693		
chr2	69861031	69862389	1304		
chr2	69885093	69886119	573		
chr2	69897228	69898458	1367		
chr2	70474283	70475421	84		
chr2	70508837	70509756	150		
chr2	70661085	70661309	70		
chr2	70661513	70662557	1129		
chr2	70824391	70825894	1567		
chr2	70901271	70901995	31		
chr2	70989556	70989780	9		
chr2	71055158	71056375	1061		
chr2	71117999	71118428	20		
chr2	71203620	71203947	16		
chr2	71211681	71212613	1108		
chr2	71274465	71274665	10		
chr2	71366798	71368045	769		
chr2	71376502	71376755	7		
chr2	71388799	71389865	572		
chr2	71452967	71453885	376		
chr2	71529194	71530108	46		
chr2	71546488	71546775	17		
chr2	71580863	71581471	42		
chr2	71629274	71630084	59		
chr2	71655938	71656407	15		
chr2	71786883	71788535	1056		
chr2	71872747	71874002	781		
chr2	71882542	71883027	25		
chr2	71980890	71981823	122		
chr2	72038773	72039242	21		
chr2	72053953	72054487	92		
chr2	72054596	72055991	146		
chr2	72056093	72056491	46		
